title,price,location,date,link
"Residential land / Plot in Kanjirappally, Kottayam",₹38.95 Lac,"Residential land / Plot in Kanjirappally, Kottayam",2025-04-14,https://www.99acres.com/residential-land-plot-for-sale-in-kanjirappally-kottayam-1984-sq-yard-spid-O80127195
